Age,Education,EmploymentLengthYears,MonthlyIncome,Dependents,CreditScore,ExistingLoans,MonthlyDebt,YearsWithBank,HasSavingsAccount,HasCheckingAccount,LoanAmount,LoanTermMonths,InterestRate,LoanDefault,LoanPurposeDescription,Sentiment_Score,EmploymentType_Full-Time,EmploymentType_Part-Time,EmploymentType_Self-Employed,EmploymentType_Unemployed,EmploymentSector_Education,EmploymentSector_Finance,EmploymentSector_Government,EmploymentSector_Healthcare,EmploymentSector_Manufacturing,EmploymentSector_Other,EmploymentSector_Retail,EmploymentSector_Services,EmploymentSector_Technology,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,PropertyOwnership_Own Outright,PropertyOwnership_Own with Mortgage,PropertyOwnership_Rent,LoanPurpose_Car Loan,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home Improvement,LoanPurpose_Home Purchase,LoanPurpose_Medical,LoanPurpose_Personal,LoanPurpose_Vacation,LoanPurpose_Wedding,Sentiment_Neutral,Sentiment_Positive,Sentiment_Unknown
39,4.0,12,17647.628322309407,0,771,3,3001.090236949839,3,0,1,16873.006201956516,60,4.08013934925289,0,Looking to finance a car because it's not the best.,0.9996837377548218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22,1.0,3,2116.592871122924,0,559,2,961.016936819721,1,1,0,10770.7297288503,12,14.332274039733475,1,Applying for financing to cover the costs of the project.,0.9215720891952515,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
39,1.0,17,11775.728318021203,1,746,1,4671.222703392972,10,1,0,24497.808723865368,72,7.987942702377278,0,I need a car loan to buy a vehicle for my daughter.,0.9989824891090393,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
50,2.0,21,4201.194608414677,0,715,1,1430.988521180384,14,1,1,44454.453654278725,60,7.963771914016038,0,I want to consolidate my debts to the creditors.,0.9974496960639954,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,0.0,23,5695.228485656939,0,697,1,1835.7697969643195,11,1,1,174397.71126413642,180,10.22234250205371,1,I am applying for a home loan to purchase a home in the city.,0.993472695350647,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24,1.0,5,916.6238091444128,2,600,2,456.4200807844822,2,1,1,27844.125082594965,24,19.99818890580665,1,I need a personal loan for my daughter.,0.998080849647522,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18,3.0,0,2131.726757932878,0,584,2,677.4545062781726,0,0,1,24745.002876847386,24,15.072828623770086,1,I need a personal loan for me to continue to work.,0.9982936978340149,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,3.0,11,8678.552269914462,2,759,0,1393.5899281317215,16,0,1,357443.8533577877,120,4.424136140153511,0,Need mortgage financing for a child's education is a huge financial burden for a child who is not yet able to attend school.,0.9976957440376282,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
54,3.0,4,9404.658322624957,0,814,1,1807.3584895658996,1,1,1,91624.85279513506,84,4.982536250901494,0,Applying for student financing for the project.,0.9057537913322449,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62,4.0,16,14001.37049340358,2,686,2,5102.796621000723,1,1,1,44168.127220312,48,10.6101832407488,1,I need a car loan to buy a vehicle for the next five years.,0.9990255832672119,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,1.0,0,953.3429051058662,2,527,2,619.250102640345,1,0,0,43664.22554988776,240,18.66125678890823,1,"Applying for business credit to the IRS, the IRS has been given the power to deny business credit to its employees and employees.",0.9908571839332581,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2.0,6,5846.866416542717,0,626,1,3148.3334476356854,1,1,1,18413.408082898903,24,11.857599223283971,1,Applying for financing to cover the costs of the project.,0.9215720891952515,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
56,2.0,25,2422.5268956952928,0,658,3,687.6148435056854,22,0,0,19151.791161204128,60,7.961878618683866,1,Applying for financing to cover the costs of the project.,0.9215720891952515,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19,1.0,0,2576.87234979774,0,539,1,1331.9890595562274,1,1,0,26821.786953073053,36,19.84530033100332,1,I need a personal loan for me to make sure I can get it back to my parents' home.,0.9993311166763306,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,2.0,0,1848.9890638943093,0,483,0,756.1307319603538,0,1,1,116230.64170931902,120,16.580407384461836,1,Looking to buy a house for my family because I want to be a dad and I want to be a dad.,0.9384640455245972,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29,3.0,1,6733.546184208824,0,683,0,1369.768504067174,10,1,1,15500.101852035124,36,10.5028428182027,0,Need funds for the research and development of the project.,0.982262372970581,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
55,2.0,15,10292.146985165084,2,743,1,1882.2233813591463,14,1,1,26428.238996407057,12,5.729154834974368,0,I need a personal loan for me.,0.9985173344612122,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
34,2.0,2,8830.323882676512,1,706,1,3308.826972083837,1,0,1,138884.4958227808,240,5.5005651986697455,0,Applying for business credit to a specific credit card is a form of payment that is not subject to any legal obligation to pay.,0.9882017970085144,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.0,33,4527.029453306693,1,724,0,1082.8300343802132,15,1,1,191914.5346701897,120,6.396571405777093,0,I am applying for a home loan to purchase a house in the city of Toronto.,0.9925520420074463,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49,2.0,19,13005.67379939387,0,731,2,3481.837879364488,27,1,1,37961.92576914964,60,7.5611174517474415,0,Looking to finance a car because you have to pay a premium.,0.9949976205825806,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
36,1.0,16,9747.32131252328,3,682,2,3574.667965030003,17,0,1,16348.671202708929,12,9.441300718122834,0,"Need funds for the first time, and it’s going to be very exciting for the community.",0.9998302459716797,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
48,2.0,25,7172.965666191427,4,724,0,2573.419688867349,12,0,1,28183.87951465743,36,6.454148717652756,0,"I need a personal loan for me to get a job,” he said.",0.9971299767494202,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
22,3.0,3,6028.771255461711,0,573,4,2274.589474686847,0,1,0,7065.4415864817165,60,19.292305768043647,0,"I need a personal loan for my son, who's not eligible for a loan.",0.9988456964492798,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
44,3.0,23,15695.758517505174,1,689,2,2819.9147517976003,25,1,0,28343.73557503675,12,9.360502534403558,1,Need funds for the next four months.,0.9948562383651733,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
55,1.0,36,4829.817275103897,1,654,3,753.7242134619917,7,1,1,92688.01091815146,120,10.95994811695248,1,Applying for student financing for the state’s education system.,0.9295158386230469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
39,2.0,5,9968.69026653123,2,630,2,5435.108090910408,19,0,1,12293.629206029187,36,10.4131046621276,1,I need a personal loan for my children.,0.997666597366333,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
39,0.0,6,4406.834055505055,4,726,1,1680.6808044977322,18,1,0,8075.034718052189,36,7.587392432966334,0,"I want to consolidate my debts to the present, and I want to make sure that I have the right to do so, and that I can do so in",0.9968510270118713,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
22,1.0,0,3045.8915396985926,0,492,1,1277.1774231810143,0,1,1,14829.78644659907,48,15.446906787577198,1,Need funds for the first time in a while.,0.9756120443344116,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59,3.0,37,9989.039758932471,2,723,1,3530.434672143072,8,1,1,47322.67787957312,48,8.363697786576433,0,Need to refinance existing loans because it is not the same as a loan.,0.9978653788566589,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
19,2.0,0,3969.323888266103,0,562,4,1638.297744813164,1,1,1,95503.12242099363,180,14.347614916807297,1,"Applying for business credit to the Federal Reserve is the best way to ensure that the Federal Reserve is able to keep its interest rates low,” he",0.5709838271141052,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,0.0,6,6197.115489407622,0,749,0,1538.3576414867653,23,0,1,48661.686742091406,72,7.303247996179647,1,Applying for auto financing to purchase a car or a car.,0.9352849125862122,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
40,2.0,20,6109.216450252616,1,704,2,964.5834966099058,10,0,1,195977.4954299815,360,5.830966890637234,1,Business: unknown,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4.0,6,14421.72334547048,1,741,0,3578.239348437245,26,1,1,41399.274067145794,60,8.352785783507645,0,Looking to finance a car because you don't want to have to pay for it.,0.9643408060073853,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
27,3.0,5,6287.806787971193,3,617,0,1584.556478240417,0,1,1,160152.677653935,120,11.494219204190728,0,Applying for business credit to a credit card company.,0.913329005241394,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2.0,11,3104.193382960253,1,673,1,538.6055707300902,7,1,1,87417.42047480884,360,8.467545917041885,0,Applying for business credit to the IRS is a simple one.,0.9527750611305237,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2.0,1,1159.428417360478,0,603,2,619.9615779526562,1,1,0,6951.9849362481245,60,10.132372526979491,1,Applying for financing to cover the costs of the project.,0.9215720891952515,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
51,5.0,8,12691.84457822428,3,698,3,2065.4425022298788,15,1,1,17442.65628440211,24,9.70747216231853,1,Need funds for the project.,0.9833061099052429,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,2.0,0,2038.0046800430937,0,611,2,549.0078987901015,2,1,0,13836.988835832946,84,11.063404546617251,1,Applying for student financing for the construction of a new campus.,0.965659499168396,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
18,3.0,0,2543.116403239308,0,646,2,963.2559003955864,0,1,1,121320.22266045243,240,11.777029897735012,1,I need a business loan to expand my business.,0.9976586103439331,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,3.0,4,12519.627202093525,2,774,3,1633.398090093155,18,1,0,28670.776265362376,60,5.095805599479567,0,Applying for auto financing to purchase a car and a car.,0.9316539764404297,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,3.0,8,13444.401258740822,3,634,1,5825.3823873577,15,1,1,15275.71174516762,36,13.600092493592044,0,Need funds for the project.,0.9833061099052429,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
62,2.0,18,8670.237393669599,0,746,2,2556.234096936963,6,1,1,17240.61155125612,48,6.189480177392856,0,I need a personal loan for a family member to keep their job.,0.9982849955558777,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,1.0,15,6268.821023585696,2,595,2,1828.2194680424493,0,0,1,9619.702876853507,60,19.82648024081906,1,I need a personal loan for me.,0.9985173344612122,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
68,2.0,34,7148.413825968593,1,804,0,850.7809748071952,18,1,1,5752.596805282974,12,5.169669766752033,0,I need a personal loan for the next two years.,0.9982693195343018,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54,2.0,35,9909.047193774008,2,706,2,2309.1706986262325,14,1,0,259005.4924159744,360,7.323683181382776,0,Need mortgage financing for all of us.,0.9931873083114624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22,2.0,1,1762.0548058792317,0,614,1,502.7656840349699,0,1,1,26560.04543722386,48,12.448015589325784,1,I need a car loan to buy a vehicle for a few months.,0.9990615248680115,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
34,3.0,5,10717.839586980994,0,632,2,5288.352112995979,4,1,1,27972.864924899903,24,12.926451277253468,1,I need a personal loan for me.,0.9985173344612122,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,2.0,18,8454.681947241534,0,763,1,977.6871671933036,26,0,0,100953.38908042815,120,4.051529881778028,0,I need a business loan to expand my business.,0.9976586103439331,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1.0,16,5138.138669638325,2,732,0,2025.2165679234683,0,0,0,15275.92533295578,36,6.535213744080049,0,Need funds for the project.,0.9833061099052429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19,3.0,0,5119.122147898609,3,560,2,1734.0306614671647,0,1,1,27279.338102305897,72,13.027732839896302,1,Looking to finance a car because you need it.,0.9811955690383911,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43,1.0,4,6241.437011065969,0,706,0,1155.9326435759865,4,1,1,307680.5462253708,180,5.7329975853350605,1,I am applying for a home loan to purchase a new home for the next six months.,0.9959180951118469,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
44,4.0,14,16904.387677863702,2,775,1,3417.3404641616694,8,1,0,30257.47389062733,24,4.734488990910977,0,"I want to consolidate my debts to my family, and to continue my family's efforts to support my children.",0.9975123405456543,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
45,2.0,12,13367.278871083156,0,711,0,4121.812993479095,10,1,1,455011.2065657012,240,6.059710176658108,0,Need mortgage financing for the first time in 40 years.,0.9623939990997314,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
37,3.0,0,1892.358824068267,0,480,1,751.0392413801864,5,1,1,9612.223388031804,12,17.192314004835353,1,Applying for financing to cover the costs of the project.,0.9215720891952515,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26,3.0,4,12818.70023135507,2,650,2,3565.5044249682574,6,1,0,21127.30906042125,60,11.163120739732214,1,Need funding for my education in the United States.,0.9906061291694641,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57,2.0,35,6119.508451012385,2,748,2,2403.054410098253,25,1,1,28557.88474182982,48,6.564524080770671,0,Need funds for the new game.,0.9976958632469177,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19,1.0,0,856.744259190854,0,547,1,502.2220669559596,1,1,0,71869.66547165567,120,17.654476754524865,1,Applying for student financing for a school-based program to help students with college debt.,0.9917925596237183,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
31,2.0,5,9256.411061082654,2,663,2,2055.26918854586,3,1,1,13099.402664038476,48,9.471193323568563,1,I need a personal loan for me.,0.9985173344612122,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
21,0.0,0,2028.9863828009236,0,623,1,995.3308809924288,0,0,0,10278.90943851701,60,10.52032628756727,1,Need funds for the project.,0.9833061099052429,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,1.0,1,1801.7346932025268,0,555,1,791.0118672851677,2,1,1,113339.42086724903,240,14.939484747993797,1,I am applying for a home loan to purchase a house in the United States.,0.9913657903671265,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
31,2.0,0,1914.8350553215664,0,519,1,1288.011475017329,8,1,1,210526.03012380583,120,17.090459918874792,1,I am applying for a home loan to purchase a house in the city of Sydney.,0.9915100336074829,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
45,1.0,8,6569.496091710398,1,717,0,2218.403054297531,2,0,1,18949.518469566,60,5.782455730377094,0,"I need a personal loan for me to use,” he said.",0.9965163469314575,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
68,2.0,17,8930.985679512156,2,751,0,1868.7934824193976,5,1,0,34475.14354766039,120,4.160154961734297,0,I need an education loan to pursue a career in finance.,0.9976776242256165,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,3.0,11,9463.86529243959,0,623,2,4656.002187737896,12,1,0,52883.50454004634,120,10.237886275469124,1,I need an education loan to pursue a career in finance.,0.9976776242256165,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
42,3.0,14,9021.699464858582,0,670,1,1428.111015302498,11,1,0,12598.660031018097,60,10.78406686456969,0,"Need funds for the study, which is funded by the National Institutes of Health.",0.9565858244895935,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
63,1.0,28,8915.771775799181,3,758,1,1678.3438545682868,9,0,0,71486.54708009333,84,4.824154196637703,0,Need funding for my education in the United States and abroad.,0.9667690992355347,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
21,2.0,0,1604.272713749218,0,553,2,551.0219904934486,2,1,1,43054.40850248041,12,13.011506299787149,1,Applying for debt consolidation to reduce the risk of default.,0.9485341310501099,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,0.0,1,1145.6102350017015,0,614,0,356.36900063307075,5,1,0,5454.077301006113,24,13.530937522693687,0,Need to refinance existing loans because of the low interest rates.,0.9980505704879761,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,3.0,0,2440.726047636327,1,546,1,1400.833205732039,1,0,1,167954.5939023809,180,14.89866061949295,1,I am applying for a home loan to purchase a new home.,0.9955964684486389,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
66,5.0,4,8717.972049846298,1,850,0,483.91147332560433,26,1,0,17636.377947761248,60,4.4605167824645005,0,Need funds for the development of the game.,0.9959664344787598,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,1.0,11,8891.334357581407,1,735,2,2051.5786496036635,6,1,0,24879.654869217597,60,6.816914262116908,0,Applying for financing to cover the costs of the project.,0.9215720891952515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,4.0,9,14641.663392731962,1,661,2,4398.186862234828,5,1,1,18345.19604926688,36,10.15651848882676,0,"Applying for debt consolidation to reduce the size of the federal government,” the debt consolidation act will require the federal government to increase the size of the federal",0.8263571262359619,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
55,4.0,17,13610.43926690916,2,773,2,891.7958450134596,11,1,0,119943.514493144,120,4.9757138573829,0,I need a business loan to expand my family’s business.,0.9965218305587769,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3.0,18,10457.678332388476,3,778,1,2503.643462412896,20,1,1,29183.90444470688,12,3.5550879007437604,0,Need funds for the project.,0.9833061099052429,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58,2.0,6,6910.56795987724,2,816,3,599.0663509848785,20,1,1,449240.906846516,120,4.665774390350425,0,"Looking to buy a house for my family because I have a mortgage, I can’t afford to buy a house for my family.",0.9983944296836853,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20,1.0,1,3142.795112694062,0,593,3,1653.9096128685112,1,1,0,199424.7005974786,180,16.37065646058785,0,Looking to buy a house for my family because it's not a good idea to buy a house for my family because it's not a good idea to buy a house for,0.9997983574867249,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,1.0,1,1460.232559569951,0,576,1,737.1297029393845,0,1,1,15522.995985037043,12,18.95161537575822,1,I need a personal loan for a new home.,0.9989307522773743,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,3.0,0,2408.567838394007,0,688,1,584.8169190369026,1,1,0,68140.9261852029,120,9.858127261906006,1,Applying for student financing for the project.,0.9057537913322449,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
49,4.0,18,14467.066775988824,0,771,2,1729.7091460044026,5,1,0,21950.403813976587,36,4.167570675423553,0,Wedding: unknown,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20,3.0,1,4520.907022303078,2,559,1,1473.9533044955415,1,1,1,21376.75565412523,36,14.626050937030053,1,I need a car loan to buy a vehicle for a living.,0.9988601207733154,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
24,3.0,1,2635.077580037593,2,559,0,702.4240829063328,3,1,0,28559.58635005692,12,16.069197006754045,0,Need funds for the first time.,0.8434478640556335,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
43,1.0,1,7715.078537232928,2,762,1,695.6826575025916,11,0,0,22329.848520567022,48,3.602958738198179,0,I need a personal loan for the rest of my life.,0.9969384670257568,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,2.0,0,3917.6317035650873,0,537,1,1592.8502967047689,0,1,1,16922.502661699247,60,14.731382210733583,0,I need a personal loan for the future.,0.9985236525535583,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22,2.0,2,2061.450176670226,0,621,1,622.8750030453416,1,1,1,54359.12615896754,120,12.60796341546342,1,I need an education loan to pursue a career in economics.,0.9981145858764648,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,3.0,6,8301.061764482674,2,731,1,2983.630097139414,29,1,1,21892.25292598202,12,6.127214862213141,0,I need a personal loan for me.,0.9985173344612122,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19,1.0,0,1029.196434976381,0,466,2,432.81649643280366,0,0,1,21278.14362380811,36,13.875498676153985,1,"Applying for financing to cover the cost of the loan, the loan would be covered by the amount of the loan.",0.9607434272766113,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
43,0.0,11,8165.557756534911,3,682,4,1330.9641775549348,19,1,1,6428.469441784488,12,7.795978823340333,0,Applying for debt consolidation to reduce the deficit.,0.969321608543396,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20,3.0,0,3263.7987798806266,4,499,0,1256.9823307690383,2,1,1,135911.33192006883,360,19.214274565897902,1,Seeking financing to start my own business.,0.9802054166793823,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.0,0,722.1438585584959,0,584,2,347.10590445778115,1,1,0,38424.08888465195,60,14.422988597408777,1,"Need funding for my education in the US is only $40,000, so I'm getting to do it in the next few weeks.",0.994162380695343,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,1.0,2,6174.779648611037,0,699,3,1212.217852269626,1,1,1,11966.076577875909,36,8.13993222954086,0,Applying for financing to cover the cost of the cost of the project.,0.9526712894439697,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
65,4.0,16,6196.941050090905,3,772,2,1492.1348840409726,23,1,1,92337.79511984036,60,3.538641541322169,0,Need funding for my education in the first place.,0.9949068427085876,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
64,2.0,15,4773.278331463896,0,704,1,1193.6781621670466,24,0,1,36395.04081636193,24,7.589504398681237,0,Need to refinance existing loans because the loan has been approved by the government.,0.9928240776062012,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
