CustomerID,Age,Education,EmploymentType,EmploymentSector,EmploymentLengthYears,MonthlyIncome,MaritalStatus,Dependents,PropertyOwnership,CreditScore,ExistingLoans,MonthlyDebt,YearsWithBank,HasSavingsAccount,HasCheckingAccount,LoanPurpose,LoanAmount,LoanTermMonths,InterestRate,LoanDefault,LoanPurposeDescription
519,19,Bachelor,Full-Time,Services,0,5119.122147898609,Married,3,Own with Mortgage,560,2,1734.0306614671647,0,1,1,Car Loan,27279.338102305897,72,13.027732839896302,1,Looking to finance a car because you need it.
520,43,High School,Full-Time,Retail,4,6241.437011065969,Divorced,0,Rent,706,0,1155.9326435759863,4,1,1,Home Purchase,307680.5462253708,180,5.7329975853350605,1,I am applying for a home loan to purchase a new home for the next six months.
521,44,Master,Self-Employed,Technology,14,16904.387677863702,Married,2,Rent,775,1,3417.3404641616694,8,1,0,Debt Consolidation,30257.47389062733,24,4.734488990910977,0,"I want to consolidate my debts to my family, and to continue my family's efforts to support my children."
522,45,Associate,Full-Time,Education,12,13367.278871083157,Single,0,Rent,711,0,4121.812993479095,10,1,1,Home Purchase,455011.20656570117,240,6.059710176658108,0,Need mortgage financing for the first time in 40 years.
523,37,Bachelor,Unemployed,Education,0,1892.358824068267,Single,0,Rent,480,1,751.0392413801864,5,1,1,Wedding,9612.223388031805,12,17.192314004835353,1,Applying for financing to cover the costs of the project.
524,26,Bachelor,Full-Time,Technology,4,12818.70023135507,Single,2,Living with Parents,650,2,3565.5044249682574,6,1,0,Education,21127.30906042125,60,11.163120739732214,1,Need funding for my education in the United States.
525,57,Associate,Full-Time,Technology,35,6119.508451012385,Widowed,2,Rent,748,2,2403.054410098253,25,1,1,Personal,28557.88474182982,48,6.564524080770671,0,Need funds for the new game.
526,19,High School,Part-Time,Technology,0,856.7442592,Single,0,Rent,547,1,502.2220669559596,1,1,0,Education,71869.66547165567,120,17.654476754524865,1,Applying for student financing for a school-based program to help students with college debt.
527,31,Associate,Full-Time,Government,5,9256.411061082654,Married,2,Own with Mortgage,663,2,2055.269189,3,1,1,Personal,13099.402664038475,48,9.471193323568563,1,I need a personal loan for me.
528,21,Below High School,Self-Employed,Education,0,2028.9863828009234,Single,0,Living with Parents,623,1,995.3308809924288,0,0,0,Medical,10278.90943851701,60,10.52032628756727,1,Need funds for the project.
529,21,High School,Full-Time,Healthcare,1,1801.7346932025268,Married,0,Rent,555,1,791.0118672851677,2,1,1,Home Purchase,113339.42086724903,240,14.939484747993797,1,I am applying for a home loan to purchase a house in the United States.
530,31,Associate,Unemployed,Manufacturing,0,1914.8350553215664,Married,0,Own with Mortgage,519,1,1288.011475017329,8,1,1,Home Purchase,210526.03012380586,120,17.090459918874792,1,I am applying for a home loan to purchase a house in the city of Sydney.
531,45,High School,Full-Time,Construction,8,6569.496091710398,Married,1,Own with Mortgage,717,0,2218.403054297531,2,0,1,Personal,18949.51847,60,5.782455730377094,0,"I need a personal loan for me to use,â€ he said."
532,68,Associate,Full-Time,Technology,17,8930.985679512156,Married,2,Own Outright,751,0,1868.7934824193978,5,1,0,Education,34475.14354766039,120,4.160154961734297,0,I need an education loan to pursue a career in finance.
533,31,Bachelor,Full-Time,Retail,11,9463.865292,Married,0,Rent,623,2,4656.002187737896,12,1,0,Education,52883.50454004634,120,10.237886275469123,1,I need an education loan to pursue a career in finance.
534,42,Bachelor,Full-Time,Services,14,9021.699464858582,Single,0,Rent,670,1,1428.111015302498,11,1,0,Wedding,12598.660031018095,60,10.78406686456969,0,"Need funds for the study, which is funded by the National Institutes of Health."
535,63,High School,Full-Time,Finance,28,8915.771775799181,Married,3,Rent,758,1,1678.3438545682868,9,0,0,Education,71486.54708009333,84,4.824154196637703,0,Need funding for my education in the United States and abroad.
536,21,Associate,Unemployed,Manufacturing,0,1604.272713749218,Single,0,Living with Parents,553,2,551.0219904934486,2,1,1,Debt Consolidation,43054.40850248041,12,13.011506299787147,1,Applying for debt consolidation to reduce the risk of default.
537,23,Below High School,Full-Time,Other,1,1145.6102350017015,Single,0,Living with Parents,614,0,356.36900063307075,5,1,0,Debt Consolidation,5454.077301006113,24,13.530937522693687,0,Need to refinance existing loans because of the low interest rates.
538,19,Bachelor,Unemployed,Manufacturing,0,2440.726047636327,Single,1,Rent,546,1,1400.833205732039,1,0,1,Home Purchase,167954.5939023809,180,14.89866061949295,1,I am applying for a home loan to purchase a new home.
539,66,PhD,Full-Time,Education,4,8717.972049846298,Married,1,Own Outright,850,0,483.91147332560433,26,1,0,Wedding,17636.377947761248,60,4.4605167824645005,0,Need funds for the development of the game.
540,33,High School,Full-Time,Construction,11,8891.334357581407,Widowed,1,Living with Parents,735,2,2051.5786496036635,6,1,0,Personal,24879.654869217593,60,6.816914262116908,0,Applying for financing to cover the costs of the project.
541,34,Master,Full-Time,Healthcare,9,14641.663392731962,Married,1,Own with Mortgage,661,2,4398.186862234828,5,1,1,Debt Consolidation,18345.19604926688,36,10.156518488826759,0,"Applying for debt consolidation to reduce the size of the federal government,â€ the debt consolidation act will require the federal government to increase the size of the federal"
542,55,Master,Full-Time,Government,17,13610.439266909161,Married,2,Own with Mortgage,773,2,891.7958450134596,11,1,0,Business,119943.5145,120,4.975713857,0,I need a business loan to expand my familyâ€™s business.
543,41,Bachelor,Full-Time,Finance,18,10457.678332388476,Married,3,Own Outright,778,1,2503.643462412896,20,1,1,Personal,29183.90444470688,12,3.5550879007437604,0,Need funds for the project.
544,58,Associate,Full-Time,Healthcare,6,6910.56796,Married,2,Own with Mortgage,816,3,599.0663509848785,20,1,1,Home Purchase,449240.9068,120,4.665774390350425,0,"Looking to buy a house for my family because I have a mortgage, I canâ€™t afford to buy a house for my family."
545,20,High School,Full-Time,Healthcare,1,3142.795112694062,Single,0,Own Outright,593,3,1653.9096128685112,1,1,0,Home Purchase,199424.7005974786,180,16.37065646058785,0,Looking to buy a house for my family because it's not a good idea to buy a house for my family because it's not a good idea to buy a house for
546,20,High School,Part-Time,Services,1,1460.232559569951,Single,0,Living with Parents,576,1,737.1297029393845,0,1,1,Vacation,15522.995985037043,12,18.95161537575822,1,I need a personal loan for a new home.
547,19,Bachelor,Full-Time,Finance,0,2408.567838394007,Single,0,Rent,688,1,584.8169190369026,1,1,0,Education,68140.92619,120,9.858127261906006,1,Applying for student financing for the project.
548,49,Master,Full-Time,Manufacturing,18,14467.066775988824,Single,0,Own Outright,771,2,1729.7091460044026,5,1,0,Wedding,21950.403813976587,36,4.167570675423553,0,
549,20,Bachelor,Full-Time,Retail,1,4520.907022303078,Single,2,Rent,559,1,1473.9533044955417,1,1,1,Car Loan,21376.75565412523,36,14.626050937030053,1,I need a car loan to buy a vehicle for a living.
550,24,Bachelor,Full-Time,Retail,1,2635.077580037593,Married,2,Own with Mortgage,559,0,702.4240829063328,3,1,0,Wedding,28559.58635005692,12,16.069197006754045,0,Need funds for the first time.
551,43,High School,Full-Time,Finance,1,7715.078537232928,Married,2,Living with Parents,762,1,695.6826575025916,11,0,0,Vacation,22329.848520567022,48,3.602958738198179,0,I need a personal loan for the rest of my life.
552,19,Associate,Full-Time,Retail,0,3917.6317035650873,Single,0,Rent,537,1,1592.8502967047687,0,1,1,Medical,16922.502661699247,60,14.731382210733583,0,I need a personal loan for the future.
553,22,Associate,Part-Time,Finance,2,2061.450176670226,Single,0,Own Outright,621,1,622.8750030453416,1,1,1,Education,54359.12615896754,120,12.60796341546342,1,I need an education loan to pursue a career in economics.
554,50,Bachelor,Full-Time,Manufacturing,6,8301.061764482674,Widowed,2,Rent,731,1,2983.630097139414,29,1,1,Personal,21892.25292598202,12,6.127214862213141,0,I need a personal loan for me.
555,19,High School,Unemployed,Finance,0,1029.196434976381,Single,0,Rent,466,2,432.81649643280366,0,0,1,Personal,21278.14362380811,36,13.875498676153983,1,"Applying for financing to cover the cost of the loan, the loan would be covered by the amount of the loan."
556,43,Below High School,Full-Time,Manufacturing,11,8165.557756534911,Married,3,Own with Mortgage,682,4,1330.9641775549348,19,1,1,Debt Consolidation,6428.469441784488,12,7.795978823340333,0,Applying for debt consolidation to reduce the deficit.
557,20,Bachelor,Unemployed,Technology,0,3263.7987798806266,Married,4,Living with Parents,499,0,1256.9823307690383,2,1,1,Business,135911.33192006883,360,19.214274565897902,1,Seeking financing to start my own business.
558,19,Below High School,Part-Time,Finance,0,722.1438585584959,Single,0,Living with Parents,584,2,347.10590445778115,1,1,0,Education,38424.08888465195,60,14.422988597408777,1,"Need funding for my education in the US is only $40,000, so I'm getting to do it in the next few weeks."
559,25,High School,Full-Time,Retail,2,6174.779648611037,Divorced,0,Rent,699,3,1212.217852269626,1,1,1,Medical,11966.076577875909,36,8.13993223,0,Applying for financing to cover the cost of the cost of the project.
560,65,Master,Self-Employed,Education,16,6196.941050090905,Married,3,Own with Mortgage,772,2,1492.1348840409726,23,1,1,Education,92337.79511984036,60,3.5386415413221686,0,Need funding for my education in the first place.
561,64,Associate,Full-Time,Services,15,4773.2783314638955,Divorced,0,Rent,704,1,1193.6781621670466,24,0,1,Debt Consolidation,36395.04081636193,24,7.589504398681237,0,Need to refinance existing loans because the loan has been approved by the government.
562,34,Bachelor,Full-Time,Technology,2,10874.267125226803,Single,0,Own with Mortgage,721,1,1704.0351688118149,5,0,0,Education,23492.496532910467,120,7.4969397884334255,1,Need funding for my education in the United States.
563,66,Bachelor,Full-Time,Construction,34,10237.324338710607,Married,2,Own Outright,811,1,2182.4889084154993,17,0,1,Debt Consolidation,43761.64983635462,12,5.797316334098886,0,Need to refinance existing loans because they are not profitable.
564,29,Associate,Full-Time,Retail,7,5177.111842092725,Married,0,Rent,604,3,2149.8330255285723,7,1,0,Personal,7174.668997785253,48,11.490754068049256,1,Applying for financing to cover the cost of the loan.
565,63,High School,Part-Time,Construction,34,3937.8974775477386,Divorced,1,Rent,657,3,824.2502674331987,6,0,1,Business,81944.94717787186,120,9.773715146665252,0,I need a business loan to expand my business.
566,42,High School,Self-Employed,Education,13,5108.654223764623,Married,1,Rent,634,1,2584.7388410845424,19,1,1,Home Improvement,25949.68691518839,48,12.12911446002037,1,Need funds for the project.
567,63,Bachelor,Part-Time,Government,15,6547.577930076558,Married,2,Rent,750,0,2578.403412,3,0,0,Medical,25830.10891491686,60,8.399642549656248,0,Applying for financing to cover the costs of the project.
568,46,Master,Contract,Retail,20,13280.486002283742,Married,2,Own Outright,779,2,3223.4926235651474,22,1,0,Home Improvement,26325.236386684002,12,4.462744321504813,0,Applying for financing to cover the cost of the project.
569,59,High School,Full-Time,Retail,17,6895.80243,Married,3,Own Outright,691,2,1504.3606761572503,11,1,1,Education,47219.419137281635,120,8.134022723,0,I need an education loan to pursue a career in finance.
570,31,Associate,Contract,Construction,11,6349.307886,Widowed,0,Own with Mortgage,665,0,1894.5542487848595,3,0,0,Vacation,27473.704639526106,36,7.843862776431692,1,I need a personal loan for me to be able to live in a comfortable and comfortable life.
571,59,Associate,Unemployed,Construction,0,2483.330904716754,Single,0,Rent,619,3,1312.157915967592,26,1,1,Vacation,7193.382468825783,60,13.789872681509443,1,Need funds for the project.
572,64,High School,Full-Time,Services,30,8019.254293809491,Divorced,2,Own Outright,781,0,713.7280354332308,9,1,0,Vacation,21302.326547041266,60,5.478658852223798,0,Need funds for the upcoming season.
573,20,Bachelor,Part-Time,Manufacturing,1,2416.1127098840952,Single,0,Living with Parents,613,0,1243.053003293573,1,1,1,Vacation,19612.494888269757,36,12.570310441294536,0,I need a personal loan for my son.
574,60,Associate,Self-Employed,Government,32,6342.453941861754,Widowed,2,Own with Mortgage,625,3,1636.735542957202,25,1,1,Debt Consolidation,22121.684847186614,12,12.125427327010781,1,
575,64,High School,Full-Time,Government,11,4632.041031278414,Divorced,0,Own Outright,687,1,1542.1509055334677,25,0,1,Business,137111.22874045264,180,10.156741287404316,0,Applying for business credit to a company is not a legal requirement.
576,38,High School,Full-Time,Finance,18,11515.42251756046,Widowed,2,Own with Mortgage,724,1,3073.7000689561523,16,1,1,Business,133393.24463913782,180,6.782459362270804,0,Applying for business credit to the bank account of the person who is making the loan.
577,44,Bachelor,Self-Employed,Healthcare,17,17851.083015571192,Married,3,Own with Mortgage,799,0,3262.4271093386383,9,1,1,Debt Consolidation,48352.749539609766,36,5.842056155,0,
578,22,Bachelor,Part-Time,Other,1,2735.8877954837644,Single,0,Rent,534,2,1723.1425040936106,3,0,1,Car Loan,32693.940242065182,36,17.877187001467554,1,"I need a car loan to buy a vehicle for the next three years,â€ he said."
579,63,Bachelor,Full-Time,Government,3,11675.714943622535,Married,0,Own with Mortgage,801,3,1268.327614160635,22,1,0,Home Improvement,27408.395463027995,48,3.713771327,0,Applying for financing to cover the costs of the project.
580,22,Associate,Full-Time,Finance,1,3265.0475191600617,Single,0,Rent,533,3,1199.7244379129318,3,1,0,Home Purchase,222657.9175701531,180,18.46149144401072,0,Looking to buy a house for my family because of my love of the house and love of the place I live.
581,21,High School,Full-Time,Healthcare,1,2169.654198015553,Single,0,Living with Parents,616,0,1108.2637738912345,0,1,1,Vacation,10942.46900765572,48,12.50855357624447,1,I need a personal loan for me.
582,43,High School,Full-Time,Other,17,7392.681390334073,Married,1,Own with Mortgage,775,1,940.8268959681434,0,0,1,Education,61645.712869406205,84,5.618179169304648,0,Need funding for my education in the UK.
583,22,High School,Part-Time,Services,2,1491.6894195496063,Single,0,Own with Mortgage,491,1,914.5751823694309,1,0,1,Home Purchase,86976.89424343567,180,17.90225378043526,1,I am applying for a home loan to purchase a house in the UK.
584,63,Associate,Part-Time,Healthcare,0,4784.091171077329,Single,0,Own with Mortgage,657,1,1146.8402879845214,10,1,1,Business,192402.82185892027,360,10.70600189908545,1,Seeking financing to start my own family business in the Philippines.
585,47,Associate,Full-Time,Finance,2,9493.726514128928,Single,0,Own Outright,847,1,2261.4972891866933,5,1,1,Home Purchase,455429.2752616194,180,5.964513302125514,0,I am applying for a home loan to purchase a new home in the United Kingdom.
586,52,High School,Contract,Government,1,5603.228368237482,Single,0,Own with Mortgage,627,2,2464.7468095480353,1,1,1,Car Loan,16298.578585958396,72,13.833925459281588,1,Applying for auto financing to purchase a new car.
587,23,Bachelor,Full-Time,Healthcare,3,3095.2439670960125,Single,0,Rent,531,1,1362.0695321401258,5,1,1,Debt Consolidation,27893.88916817661,24,15.303764967439125,1,Need to refinance existing loans because they are not currently on the books.
588,53,High School,Unemployed,Education,0,1554.9735100597684,Married,1,Own Outright,544,1,1076.952062254753,13,1,1,Car Loan,17992.568523916183,48,14.210613893096113,1,I need a car loan to buy a vehicle for the next five years.
589,50,Below High School,Part-Time,Education,31,3090.314682387023,Single,0,Own with Mortgage,676,1,863.5201755566754,19,1,1,Vacation,7196.662478620834,36,7.616210880769783,0,"I need a personal loan for my child,â€ she said."
590,37,High School,Full-Time,Finance,4,6030.621155325949,Married,3,Own with Mortgage,598,3,3218.7281856047894,1,1,0,Education,35650.29088787409,60,19.947933710658177,1,Need funding for my education in the UK.
591,24,Associate,Part-Time,Government,0,1493.4007122837725,Divorced,1,Rent,609,1,628.6969317082443,4,1,1,Wedding,23744.18895835617,48,11.107227188464615,1,"Need funds for the project, as well as the money for the project."
592,41,Associate,Full-Time,Services,16,12261.512653405376,Married,1,Own with Mortgage,758,3,1624.939005963906,4,0,1,Debt Consolidation,21740.813860675244,60,4.3520088506325445,0,Applying for debt consolidation to reduce the debt burden.
593,32,Master,Self-Employed,Other,7,17000.08362774455,Married,2,Living with Parents,651,3,6102.290212340671,9,1,1,Debt Consolidation,19948.59649020221,48,10.198929855481603,1,
594,28,Bachelor,Part-Time,Services,3,7440.168189392299,Single,0,Living with Parents,762,1,1414.2744876542222,4,0,1,Car Loan,41965.65273758964,72,5.853942131834835,1,Applying for auto financing to purchase a new home.
595,60,Below High School,Self-Employed,Finance,23,4921.986078823054,Married,1,Own with Mortgage,665,2,1790.6271305166215,27,1,0,Vacation,20076.607654262916,36,10.245473003011963,0,I need a personal loan for me.
596,24,High School,Part-Time,Construction,2,1915.5803053203074,Single,0,Rent,500,4,1325.3929135906455,4,0,0,Business,197464.65081798373,360,16.47224366584385,1,"Seeking financing to start my own company, I've been looking for a way to make money off of the stock market."
597,66,Bachelor,Full-Time,Technology,37,8325.951874827542,Married,3,Own Outright,752,3,587.7813619235932,9,1,0,Car Loan,26702.69839586688,48,5.383115551868627,0,Applying for auto financing to purchase or purchase a car.
598,54,High School,Self-Employed,Other,12,3977.8150140588355,Married,3,Living with Parents,741,1,1399.096337356131,11,0,0,Medical,12348.068224287616,12,7.359898874388501,1,Applying for financing to cover the costs of the project.
599,30,Associate,Full-Time,Healthcare,7,6491.362271170614,Married,2,Living with Parents,685,3,1919.2177434280036,1,0,0,Personal,29886.85380867036,60,8.275310452395871,1,I need a personal loan for me.
600,43,High School,Part-Time,Services,24,2766.4965357369106,Married,1,Own with Mortgage,619,0,1092.2516792404892,21,1,1,Medical,24436.38667955964,48,12.897018109996534,1,"Applying for financing to cover the cost of the project, the state will receive $1."
601,31,High School,Full-Time,Other,11,4808.027036547076,Single,0,Own with Mortgage,708,2,1336.9925351484437,2,1,1,Medical,24339.302543268008,36,7.580005461,0,Applying for financing to cover the cost of the project.
602,62,Associate,Full-Time,Construction,35,5183.097891808397,Married,1,Rent,677,2,1974.412246412796,21,1,0,Business,168757.46923583339,120,9.795372685645875,1,Seeking financing to start my own business in the Netherlands.
603,21,High School,Part-Time,Construction,1,913.7705896,Single,0,Own with Mortgage,484,0,599.4842538015239,3,0,0,Wedding,13543.94005746407,60,13.24561328,1,Applying for financing to cover the costs associated with the bill.
604,20,Below High School,Full-Time,Technology,0,2184.4496696361884,Single,1,Rent,514,0,1431.553089872157,1,0,1,Home Purchase,79956.45689214926,180,19.736366402368446,1,I am applying for a home loan to purchase a new home in the city of Vancouver.
605,22,Bachelor,Contract,Manufacturing,1,4796.080368816553,Single,0,Rent,576,2,2556.447199597577,2,1,1,Vacation,7462.366041985081,36,16.465391619582093,1,I need a personal loan for me.
606,27,Bachelor,Full-Time,Technology,4,11829.65496315265,Single,0,Living with Parents,787,1,2741.4073388019706,6,1,1,Business,25196.01950901916,180,5.391589509462337,0,Applying for business credit to the Department of Agriculture.
607,35,High School,Full-Time,Construction,16,10909.51174084996,Married,3,Own with Mortgage,651,0,4156.618047157043,10,1,1,Car Loan,17718.53446454935,48,9.974981312774903,1,Looking to finance a car because itâ€™s not a good car.
608,23,High School,Contract,Construction,1,3316.0944966301176,Married,2,Own with Mortgage,634,1,1713.5702387117153,0,1,1,Medical,10479.608641308292,60,12.330206785538401,1,Applying for financing to cover the cost of the project.
609,20,Associate,Contract,Services,0,3685.794012136043,Single,0,Rent,602,1,1997.4537925802204,1,1,1,Home Purchase,145226.40532715133,240,13.287162547377797,1,I am applying for a home loan to purchase a home.
610,44,Bachelor,Full-Time,Construction,13,13678.276244713807,Widowed,0,Own with Mortgage,684,1,2055.2372607715006,9,1,1,Home Improvement,20004.548607858138,48,10.581919198186348,1,Applying for financing to cover expenses for the administration of the federal government.
611,57,Associate,Part-Time,Finance,19,4886.602419224288,Married,1,Rent,646,1,2481.7483123255884,23,1,1,Vacation,28566.153661991608,24,10.602632927955673,1,I need a personal loan for me.
612,38,Master,Full-Time,Education,4,20905.024747610554,Divorced,2,Own with Mortgage,791,1,5097.909936388312,0,1,1,Education,57078.80597531339,84,5.239371722461543,0,Applying for student financing for the project.
613,18,Bachelor,Full-Time,Education,0,3520.481140578042,Married,0,Rent,641,0,1935.7458446373676,0,1,1,Personal,20125.614930073534,60,10.266643053111476,1,Need funds for the project.
614,24,Associate,Contract,Finance,1,2971.4652433731358,Single,0,Own with Mortgage,659,2,929.4572130397238,1,1,0,Vacation,24199.16894524513,12,9.248422068,1,I need a personal loan for the next two years.
615,23,Below High School,Full-Time,Other,0,1749.6285581989346,Single,0,Rent,476,2,1145.5725997316708,0,1,0,Business,120735.6535,360,18.897351565398292,1,Applying for business credit to the IRS is a simple one.
616,33,High School,Full-Time,Retail,0,4577.166693082626,Single,0,Own with Mortgage,648,2,1726.578935,6,0,0,Home Purchase,172221.64278298788,180,13.856880799352124,1,Looking to buy a house for my family because I have a lot of money and I want to take a look at the house I live in.
617,36,High School,Full-Time,Construction,6,8202.585639390167,Married,3,Rent,733,2,1636.4336992504066,0,1,0,Personal,10196.45105867556,36,6.907175897,1,Need funds for a new project.
618,37,Bachelor,Full-Time,Education,9,18167.03354066452,Married,2,Own with Mortgage,696,1,3724.7474911976255,3,1,1,Personal,13763.013357154045,36,7.740497872033863,0,I need a personal loan for me.
619,51,High School,Part-Time,Finance,15,3201.352200570754,Single,0,Own Outright,648,3,1527.5205754171404,11,1,0,Medical,13263.205867175235,24,12.011638167609092,1,I need a personal loan for my family.
620,36,Master,Full-Time,Government,11,8004.436412,Single,0,Own with Mortgage,677,2,2857.6201902895364,7,0,1,Wedding,14854.248763205578,24,9.869919787040406,1,I need a personal loan for me to get my house back.
621,62,Below High School,Part-Time,Services,17,3392.675619635761,Widowed,0,Own Outright,647,2,1149.2594658921155,3,0,1,Personal,5027.802354904685,48,10.871565518506976,0,I need a personal loan for me.
622,42,Bachelor,Unemployed,Finance,0,772.8200332,Single,0,Rent,586,0,292.1276682782033,11,1,1,Vacation,20872.855882801603,24,16.434267818182178,1,
623,22,High School,Part-Time,Manufacturing,1,875.8578352587837,Single,0,Living with Parents,516,2,374.0474562576125,4,1,0,Debt Consolidation,35746.644364681815,48,18.958448398341382,0,"Need to refinance existing loans because of the difficulty with the loan,â€ said the bank."
624,46,Associate,Full-Time,Construction,23,8951.860087257457,Married,2,Own Outright,715,1,2489.254381008201,25,1,1,Personal,7857.144249949486,24,7.536693175233522,0,"Need funds for the project, but they are currently looking for a new one."
625,45,Bachelor,Full-Time,Government,21,7719.430192857669,Single,1,Rent,725,0,2099.0425023229955,22,0,0,Medical,21305.60648863681,60,7.301953199645068,0,I need a personal loan for me to make sure that I'm not going to be able to pay for the loan.
626,24,Associate,Unemployed,Retail,0,597.0161612627023,Single,0,Own with Mortgage,578,2,227.03855634430371,5,1,1,Wedding,11385.284399567703,36,13.042981138652884,1,I need a personal loan for my daughter.
627,24,Associate,Part-Time,Education,1,1075.5175872869193,Single,0,Living with Parents,623,1,374.78554018778783,4,0,1,Home Improvement,16349.747779992475,24,10.504008111455978,0,Need funds for the project.
628,50,Bachelor,Full-Time,Government,5,10442.037102267577,Divorced,0,Rent,749,2,2217.691239451341,24,1,0,Wedding,5050.462943705848,60,5.851198124272506,0,I need a personal loan for me.
629,37,Associate,Part-Time,Manufacturing,8,8184.947369078999,Married,2,Own with Mortgage,722,1,2964.790304607566,8,0,1,Education,53472.46736714865,60,7.936321587,1,Need funding for my education in the USA is an incredible amount.
630,23,Below High School,Full-Time,Retail,3,2300.757958628563,Single,0,Own with Mortgage,541,0,1228.4082826052208,0,1,0,Debt Consolidation,36402.47534773265,48,18.545338363611734,0,Need to refinance existing loans because they are not available for the public.
631,32,Bachelor,Full-Time,Manufacturing,8,10378.708192618113,Single,0,Own with Mortgage,660,2,2584.1455026223884,7,0,1,Education,34431.459671889184,120,7.931394669828086,1,"Need funding for my education in the US is $10,000 per year."
632,23,Bachelor,Unemployed,Other,0,4415.828389878088,Single,0,Living with Parents,569,0,2069.4631996774383,0,1,1,Wedding,23694.415956802517,48,14.472943386190627,1,"Applying for financing to cover the costs of the project, the state has agreed to reimburse the state for the costs incurred in the project."
633,34,Associate,Self-Employed,Other,12,14908.776250239742,Married,0,Own with Mortgage,618,2,7559.459832,2,0,1,Education,64963.671609676276,84,12.85253901348883,1,Applying for student financing for the first time.
634,54,High School,Full-Time,Government,21,7439.506360404838,Divorced,1,Rent,766,0,706.7254524470939,17,0,1,Home Improvement,6030.217393538657,60,4.036611784974389,1,Need funds for the next month.
635,49,High School,Contract,Retail,9,8053.240744104696,Married,2,Rent,642,0,3907.3176940828766,8,1,1,Medical,16331.54431314649,48,13.354487184792227,1,
636,22,High School,Part-Time,Government,1,1799.1437182968787,Married,1,Rent,538,2,672.7423322410101,2,0,1,Vacation,24593.99606210268,60,16.02936815719484,1,Applying for financing to cover the costs of the project.
637,62,Associate,Unemployed,Manufacturing,0,1448.6167060676237,Divorced,1,Own Outright,572,2,416.57547627150757,1,0,1,Home Improvement,10912.955521118016,48,17.037187889207253,1,Applying for financing to cover the costs of the project.
638,30,Bachelor,Full-Time,Services,3,10156.446934116484,Single,0,Rent,774,1,2053.0821705933313,8,1,1,Business,140704.10412186087,240,3.505434459453969,1,Seeking financing to start my own business.
639,26,Bachelor,Full-Time,Construction,0,7211.539391414249,Single,1,Living with Parents,717,1,1306.077495266549,5,1,0,Business,192372.74707289936,180,6.276947954805441,0,I need a business loan to expand my business.
640,20,High School,Contract,Education,0,3342.2419091492843,Single,0,Living with Parents,533,0,1561.841675941642,0,1,0,Home Purchase,203125.04949510732,240,14.386539840410423,1,
641,32,Associate,Contract,Construction,0,9085.360354746399,Married,2,Rent,693,1,1750.947881109951,7,1,0,Car Loan,38402.51269735508,72,9.448670125548754,0,I need a car loan to buy a vehicle for me.
642,22,High School,Part-Time,Retail,1,1368.393213524568,Married,3,Rent,491,2,895.8986296539076,2,1,1,Car Loan,21390.956233498906,36,15.467934995697396,1,Applying for auto financing to purchase a car.
643,23,Bachelor,Full-Time,Manufacturing,4,4921.268676842277,Single,0,Living with Parents,693,1,872.1944075423213,3,1,0,Personal,8724.796399254868,60,8.361243805792993,1,Applying for financing to cover the costs of the project.
644,23,High School,Full-Time,Manufacturing,3,1817.868741453425,Single,0,Living with Parents,553,2,471.544222,3,1,1,Home Improvement,26057.11936487496,24,15.76605165,0,I need a personal loan for my children to keep my house clean.
645,37,Below High School,Full-Time,Government,8,7918.714699026046,Single,1,Own with Mortgage,689,1,1863.508449537993,11,1,0,Debt Consolidation,26533.776646378512,36,8.661900267,0,"Applying for debt consolidation to reduce the costs of debt consolidation,â€ the U."
646,41,Associate,Self-Employed,Construction,10,15825.627434763785,Single,0,Own with Mortgage,666,1,4719.087131306052,2,1,1,Home Improvement,8709.008432,36,10.575692374275201,1,Applying for financing to cover the cost of the project.
647,65,High School,Full-Time,Education,9,4975.221359048676,Married,0,Own with Mortgage,677,2,1061.0386338467633,7,0,1,Education,80305.33814082273,60,9.234082362113437,0,"Applying for student financing for the program,â€ the student loan option is a â€œfederal loan optionâ€ and the student loan option is"
648,56,Bachelor,Self-Employed,Services,31,18057.272587353014,Divorced,0,Own Outright,692,0,7147.545458567268,0,1,1,Personal,24667.708517682728,60,10.117435010442252,0,Applying for financing to cover the costs of the project.
649,37,High School,Full-Time,Finance,11,11343.609549392952,Married,0,Rent,638,1,3614.726064274946,0,1,0,Debt Consolidation,13593.600399166224,24,12.690045477189624,1,Applying for debt consolidation to reduce the number of debt-related loans and to reduce the number of loans that are issued by lenders to borrowers.
650,26,Master,Full-Time,Finance,7,10469.778544968412,Married,2,Rent,738,1,2932.0366766540164,2,0,1,Vacation,16190.073508005424,48,5.998102940248586,0,
651,61,Master,Full-Time,Education,12,9862.109860036995,Married,1,Own with Mortgage,687,3,2034.299932145061,12,1,1,Debt Consolidation,18029.719538703415,60,9.605958715510276,1,Need to refinance existing loans because they are too expensive.
652,23,Associate,Unemployed,Services,0,870.2123953856744,Single,0,Living with Parents,530,2,348.8031440166727,2,0,1,Debt Consolidation,8726.406303607364,60,16.326136690645253,1,
653,46,Associate,Full-Time,Healthcare,27,12725.22924332348,Married,2,Own Outright,836,3,2446.169627477391,8,0,1,Education,82855.09415257438,120,3.740441377728552,0,Need funding for my education in the U.
654,69,Associate,Part-Time,Manufacturing,5,4464.044237312172,Divorced,0,Rent,615,1,2268.433728691149,21,1,1,Debt Consolidation,43267.105237160315,48,11.236094424224742,1,I want to consolidate my debts to the point where I can't even afford to pay back my debts.
